_id,datetime,measurement.date,measurement.mass,measurement.name,measurement.remark,measurement.time,measurement.volume,modifeod,name
"""616aa21d6c2600003f001657""",16.10.2021 11:57:48,"[""2021-10-16""]",[4.643101215362549],"[""Mitte-Rechts""]","[""""]","[""11:57:21""]",[1.5477004051208496],16.10.2021 11:57:48,DeutscheBarytIndustrieOwlEye
"""616aa3c06c2600003f001687""",16.10.2021 12:04:48,"[""2021-10-16""]",[4.715503692626953],"[""Mitte-Rechts""]","[""""]","[""12:04:21""]",[1.571834683418274],16.10.2021 12:04:48,DeutscheBarytIndustrieOwlEye
"""616aa5646c2600003f0016b7""",16.10.2021 12:11:48,"[""2021-10-16""]",[4.339455604553223],"[""Mitte-Rechts""]","[""""]","[""12:11:21""]",[1.446485161781311],16.10.2021 12:11:48,DeutscheBarytIndustrieOwlEye
"""616aa7096c2600003f0016e7""",16.10.2021 12:18:49,"[""2021-10-16""]",[4.5785136222839355],"[""Mitte-Rechts""]","[""""]","[""12:18:21""]",[1.5261712074279785],16.10.2021 12:18:49,DeutscheBarytIndustrieOwlEye
"""616aa8ad6c2600003f001717""",16.10.2021 12:25:48,"[""2021-10-16""]",[4.829274654388428],"[""Mitte-Rechts""]","[""""]","[""12:25:21""]",[1.6097581386566162],16.10.2021 12:25:48,DeutscheBarytIndustrieOwlEye
"""616aaa516c2600003f001747""",16.10.2021 12:32:49,"[""2021-10-16""]",[4.516580104827881],"[""Mitte-Rechts""]","[""""]","[""12:32:21""]",[1.5055267810821533],16.10.2021 12:32:49,DeutscheBarytIndustrieOwlEye
"""616aabf56c2600003f001777""",16.10.2021 12:39:49,"[""2021-10-16""]",[4.604000568389893],"[""Mitte-Rechts""]","[""""]","[""12:39:21""]",[1.5346667766571045],16.10.2021 12:39:49,DeutscheBarytIndustrieOwlEye
"""616aad986c2600003f0017a7""",16.10.2021 12:46:48,"[""2021-10-16""]",[4.635418891906738],"[""Mitte-Rechts""]","[""""]","[""12:46:21""]",[1.5451396703720093],16.10.2021 12:46:48,DeutscheBarytIndustrieOwlEye
"""616aaf3c6c2600003f0017d7""",16.10.2021 12:53:48,"[""2021-10-16""]",[4.164477825164795],"[""Mitte-Rechts""]","[""""]","[""12:53:21""]",[1.3881593942642212],16.10.2021 12:53:48,DeutscheBarytIndustrieOwlEye
"""616ab0e16c2600003f001807""",16.10.2021 13:00:48,"[""2021-10-16""]",[5.431587219238281],"[""Mitte-Rechts""]","[""""]","[""13:00:21""]",[1.810529112815857],16.10.2021 13:00:48,DeutscheBarytIndustrieOwlEye
